item,itemLabel,twitter_username,user_id
http://www.wikidata.org/entity/Q318040,SoftMaker,http://www.wikidata.org/entity/statement/Q318040-94c5d91a-49cc-1be3-56f3-d26ffef3f03f,97528785
http://www.wikidata.org/entity/Q318128,AbeBooks,http://www.wikidata.org/entity/statement/Q318128-B8C969E2-6B18-4827-85E6-347BDB3F9CB9,19781414
http://www.wikidata.org/entity/Q318616,Generali Deutschland,http://www.wikidata.org/entity/statement/Q318616-ff3f45bb-4688-bd9b-76ed-3b96511c86bf,947757114
http://www.wikidata.org/entity/Q318730,Canyon Bicycles,http://www.wikidata.org/entity/statement/Q318730-f1f901ea-4cd0-cafa-4e61-3fcdbf4a4609,52332549
http://www.wikidata.org/entity/Q319971,Abfallwirtschaftsbetrieb München,http://www.wikidata.org/entity/statement/Q319971-94225b03-408a-76fb-4d89-c7cdc7ce23ff,33858623
http://www.wikidata.org/entity/Q320091,Festool,http://www.wikidata.org/entity/statement/Q320091-66DC4110-83D9-409E-A7E5-981BA10F9BE5,115618670
http://www.wikidata.org/entity/Q320111,Deutsche Vermögensberatung,http://www.wikidata.org/entity/statement/Q320111-35ec1918-44be-f1af-0f01-7011bc619fdc,87698914
http://www.wikidata.org/entity/Q320207,SGL Carbon SE,http://www.wikidata.org/entity/statement/Q320207-ABB5A4A7-B8FC-4DFF-BE17-6D96896786DF,1008625568194220038
http://www.wikidata.org/entity/Q322379,Ableton,http://www.wikidata.org/entity/statement/Q322379-280f3c92-4304-288d-f1f7-d550be9de212,47305686
http://www.wikidata.org/entity/Q23317,Audi,http://www.wikidata.org/entity/statement/Q23317-2f950bd3-457a-d637-f462-31400b441d33,29679737
http://www.wikidata.org/entity/Q23317,Audi,http://www.wikidata.org/entity/statement/Q23317-934f703d-4082-8459-4fa2-1b52a442db6d,47645546
http://www.wikidata.org/entity/Q23317,Audi,http://www.wikidata.org/entity/statement/Q23317-ef56aa81-4cad-206f-1232-4c8fcc377615,27650674
http://www.wikidata.org/entity/Q27530,Daimler AG,http://www.wikidata.org/entity/statement/Q27530-5edda97d-480d-7efe-5360-a6dcbe95ed01,12637732
http://www.wikidata.org/entity/Q127305,Paulaner,http://www.wikidata.org/entity/statement/Q127305-665F3CC8-7E4D-4149-95FB-E45B66B28B9B,3329360367
http://www.wikidata.org/entity/Q128929,MTU Aero Engines,http://www.wikidata.org/entity/statement/Q128929-F4234C76-6018-4F81-97DF-DC3DB83B7C2F,1135895696916307968
http://www.wikidata.org/entity/Q323161,Deuter Sport,http://www.wikidata.org/entity/statement/Q323161-1ABA0A85-96E2-4DC2-9C79-598825A5603C,93821349
